index	name	color
2571	Piriform-amygdalar area Left	00ff54
2572	Piriform-amygdalar area Right	00ff54
2581	Postpiriform transition area Left	00ff57
2582	Postpiriform transition area Right	00ff57
2591	Hippocampal Formation Left	00ff59
2592	Hippocampal Formation Right	00ff59
2601	Field CA1 Left	00ff5b
2602	Field CA1 Right	00ff5b
2611	Field CA2 Left	00ff5e
2612	Field CA2 Right	00ff5e
2621	Field CA3 Left	00ff60
2622	Field CA3 Right	00ff60
2631	Dentate gyrus, molecular layer Left	00ff62
2632	Dentate gyrus, molecular layer Right	00ff62
2641	Dentate gyrus, polymorph layer Left	00ff65
2642	Dentate gyrus, polymorph layer Right	00ff65
2651	Dentate gyrus, granule cell layer Left	00ff67
2652	Dentate gyrus, granule cell layer Right	00ff67
2661	Fasciola cinerea Left	00ff69
2662	Fasciola cinerea Right	00ff69
2671	Induseum griseum Left	00ff6c
2672	Induseum griseum Right	00ff6c
2681	Entorhinal area, lateral part, layer 1 Left	00ff6e
2682	Entorhinal area, lateral part, layer 1 Right	00ff6e
2691	Entorhinal area, lateral part, layer 2 Left	00ff70
2692	Entorhinal area, lateral part, layer 2 Right	00ff70
2701	Entorhinal area, lateral part, layer 3/4 Left	00ff73
2702	Entorhinal area, lateral part, layer 3/4 Right	00ff73
2711	Entorhinal area, lateral part, layer 5 Left	00ff75
2712	Entorhinal area, lateral part, layer 5 Right	00ff75
2721	Entorhinal area, lateral part, layer 6 Left	00ff77
2722	Entorhinal area, lateral part, layer 6 Right	00ff77
2731	Entorhinal area, medial part, dorsal zone, layer 1 Left	00ff7a
2732	Entorhinal area, medial part, dorsal zone, layer 1 Right	00ff7a
2741	Entorhinal area, medial part, dorsal zone, layer 2 Left	00ff7c
2742	Entorhinal area, medial part, dorsal zone, layer 2 Right	00ff7c
2751	Entorhinal area, medial part, dorsal zone, layer 3 Left	00ff7e
2752	Entorhinal area, medial part, dorsal zone, layer 3 Right	00ff7e
2761	Entorhinal area, medial part, dorsal zone, layer 5 Left	00ff80
2762	Entorhinal area, medial part, dorsal zone, layer 5 Right	00ff80
2771	Entorhinal area, medial part, dorsal zone, layer 6 Left	00ff83
2772	Entorhinal area, medial part, dorsal zone, layer 6 Right	00ff83
2781	Parasubiculum Left	00ff85
2782	Parasubiculum Right	00ff85
2791	Postsubiculum Left	00ff87
2792	Postsubiculum Right	00ff87
2801	Presubiculum Left	00ff8a
2802	Presubiculum Right	00ff8a
2811	Subiculum Left	00ff8c
2812	Subiculum Right	00ff8c
2821	Prosubiculum Left	00ff8e
2822	Prosubiculum Right	00ff8e
2831	Hippocampo-amygdalar transition area Left	00ff91
2832	Hippocampo-amygdalar transition area Right	00ff91
2841	Area prostriata Left	00ff93
2842	Area prostriata Right	00ff93
2861	Claustrum Left	00ff95
2862	Claustrum Right	00ff95
2871	Endopiriform nucleus, dorsal part Left	00ff98
2872	Endopiriform nucleus, dorsal part Right	00ff98
2881	Endopiriform nucleus, ventral part Left	00ff9a
2882	Endopiriform nucleus, ventral part Right	00ff9a
2891	Lateral amygdalar nucleus Left	00ff9c
2892	Lateral amygdalar nucleus Right	00ff9c
2901	Basolateral amygdalar nucleus, anterior part Left	00ff9f
2902	Basolateral amygdalar nucleus, anterior part Right	00ff9f
2911	Basolateral amygdalar nucleus, posterior part Left	00ffa1
2912	Basolateral amygdalar nucleus, posterior part Right	00ffa1
2921	Basolateral amygdalar nucleus, ventral part Left	00ffa3
2922	Basolateral amygdalar nucleus, ventral part Right	00ffa3
2931	Basomedial amygdalar nucleus, anterior part Left	00ffa6
2932	Basomedial amygdalar nucleus, anterior part Right	00ffa6
2941	Basomedial amygdalar nucleus, posterior part Left	00ffa8
2942	Basomedial amygdalar nucleus, posterior part Right	00ffa8
2951	Posterior amygdalar nucleus Left	00ffaa
2952	Posterior amygdalar nucleus Right	00ffaa
2971	Caudoputamen Left	00ffad
2972	Caudoputamen Right	00ffad
2981	Nucleus accumbens Left	00ffaf
2982	Nucleus accumbens Right	00ffaf
2991	Fundus of striatum Left	00ffb1
2992	Fundus of striatum Right	00ffb1
3001	Olfactory tubercle Left	00ffb4
3002	Olfactory tubercle Right	00ffb4
3011	Lateral septal nucleus, caudal (caudodorsal) part Left	00ffb6
3012	Lateral septal nucleus, caudal (caudodorsal) part Right	00ffb6
3021	Lateral septal nucleus, rostral (rostroventral) part Left	00ffb8
3022	Lateral septal nucleus, rostral (rostroventral) part Right	00ffb8
3031	Lateral septal nucleus, ventral part Left	00ffbb
3032	Lateral septal nucleus, ventral part Right	00ffbb
3041	Septofimbrial nucleus Left	00ffbd
3042	Septofimbrial nucleus Right	00ffbd
3051	Septohippocampal nucleus Left	00ffbf
3052	Septohippocampal nucleus Right	00ffbf
3061	Anterior amygdalar area Left	00ffc1
3062	Anterior amygdalar area Right	00ffc1
3071	Bed nucleus of the accessory olfactory tract Left	00ffc4
3072	Bed nucleus of the accessory olfactory tract Right	00ffc4
3081	Central amygdalar nucleus, capsular part Left	00ffc6
3082	Central amygdalar nucleus, capsular part Right	00ffc6
3091	Central amygdalar nucleus, lateral part Left	00ffc8
3092	Central amygdalar nucleus, lateral part Right	00ffc8
3101	Central amygdalar nucleus, medial part Left	00ffcb
3102	Central amygdalar nucleus, medial part Right	00ffcb
3111	Intercalated amygdalar nucleus Left	00ffcd
3112	Intercalated amygdalar nucleus Right	00ffcd
3121	Medial amygdalar nucleus Left	00ffcf
3122	Medial amygdalar nucleus Right	00ffcf
3141	Globus pallidus, external segment Left	00ffd2
3142	Globus pallidus, external segment Right	00ffd2
3151	Globus pallidus, internal segment Left	00ffd4
3152	Globus pallidus, internal segment Right	00ffd4
3161	Substantia innominata Left	00ffd6
3162	Substantia innominata Right	00ffd6
3171	Magnocellular nucleus Left	00ffd9
3172	Magnocellular nucleus Right	00ffd9
3181	Medial septal nucleus Left	00ffdb
3182	Medial septal nucleus Right	00ffdb
3191	Diagonal band nucleus Left	00ffdd
3192	Diagonal band nucleus Right	00ffdd
3201	Triangular nucleus of septum Left	00ffe0
3202	Triangular nucleus of septum Right	00ffe0
3211	Bed nuclei of the stria terminalis Left	00ffe2
3212	Bed nuclei of the stria terminalis Right	00ffe2
3221	Bed nucleus of the anterior commissure Left	00ffe4
3222	Bed nucleus of the anterior commissure Right	00ffe4
3241	Ventral anterior-lateral complex of the thalamus Left	00ffe7
3242	Ventral anterior-lateral complex of the thalamus Right	00ffe7
3251	Ventral medial nucleus of the thalamus Left	00ffe9
3252	Ventral medial nucleus of the thalamus Right	00ffe9
3261	Ventral posterolateral nucleus of the thalamus Left	00ffeb
3262	Ventral posterolateral nucleus of the thalamus Right	00ffeb
3271	Ventral posterolateral nucleus of the thalamus, parvicellular part Left	00ffee
3272	Ventral posterolateral nucleus of the thalamus, parvicellular part Right	00ffee
3281	Ventral posteromedial nucleus of the thalamus Left	00fff0
3282	Ventral posteromedial nucleus of the thalamus Right	00fff0
3291	Ventral posteromedial nucleus of the thalamus, parvicellular part Left	00fff2
3292	Ventral posteromedial nucleus of the thalamus, parvicellular part Right	00fff2
3301	Posterior triangular thalamic nucleus Left	00fff5
3302	Posterior triangular thalamic nucleus Right	00fff5
3311	Subparafascicular nucleus, magnocellular part Left	00fff7
3312	Subparafascicular nucleus, magnocellular part Right	00fff7
3321	Subparafascicular nucleus, parvicellular part Left	00fff9
3322	Subparafascicular nucleus, parvicellular part Right	00fff9
3331	Subparafascicular area Left	00fffc
3332	Subparafascicular area Right	00fffc
3341	Peripeduncular nucleus Left	00fffe
3342	Peripeduncular nucleus Right	00fffe
3351	Medial geniculate complex, dorsal part Left	00feff
3352	Medial geniculate complex, dorsal part Right	00feff
3361	Medial geniculate complex, ventral part Left	00fcff
3362	Medial geniculate complex, ventral part Right	00fcff
3371	Medial geniculate complex, medial part Left	00f9ff
3372	Medial geniculate complex, medial part Right	00f9ff
3381	Dorsal part of the lateral geniculate complex, shell Left	00f7ff
3382	Dorsal part of the lateral geniculate complex, shell Right	00f7ff
3391	Dorsal part of the lateral geniculate complex, core Left	00f5ff
3392	Dorsal part of the lateral geniculate complex, core Right	00f5ff
3401	Dorsal part of the lateral geniculate complex, ipsilateral zone Left	00f2ff
3402	Dorsal part of the lateral geniculate complex, ipsilateral zone Right	00f2ff
3411	Lateral posterior nucleus of the thalamus Left	00f0ff
3412	Lateral posterior nucleus of the thalamus Right	00f0ff
3421	Posterior complex of the thalamus Left	00eeff
3422	Posterior complex of the thalamus Right	00eeff
3431	Posterior limiting nucleus of the thalamus Left	00ebff
3432	Posterior limiting nucleus of the thalamus Right	00ebff
3441	Suprageniculate nucleus Left	00e9ff
3442	Suprageniculate nucleus Right	00e9ff
3451	Ethmoid nucleus of the thalamus Left	00e7ff
3452	Ethmoid nucleus of the thalamus Right	00e7ff
3461	Anteroventral nucleus of thalamus Left	00e4ff
3462	Anteroventral nucleus of thalamus Right	00e4ff
3471	Anteromedial nucleus, dorsal part Left	00e2ff
3472	Anteromedial nucleus, dorsal part Right	00e2ff
3481	Anteromedial nucleus, ventral part Left	00e0ff
3482	Anteromedial nucleus, ventral part Right	00e0ff
3491	Anterodorsal nucleus Left	00ddff
3492	Anterodorsal nucleus Right	00ddff
3501	Interanteromedial nucleus of the thalamus Left	00dbff
3502	Interanteromedial nucleus of the thalamus Right	00dbff
3511	Interanterodorsal nucleus of the thalamus Left	00d9ff
3512	Interanterodorsal nucleus of the thalamus Right	00d9ff
3521	Lateral dorsal nucleus of thalamus Left	00d6ff
3522	Lateral dorsal nucleus of thalamus Right	00d6ff
3531	Intermediodorsal nucleus of the thalamus Left	00d4ff
3532	Intermediodorsal nucleus of the thalamus Right	00d4ff
3541	Mediodorsal nucleus of the thalamus Left	00d2ff
3542	Mediodorsal nucleus of the thalamus Right	00d2ff
3551	Submedial nucleus of the thalamus Left	00cfff
3552	Submedial nucleus of the thalamus Right	00cfff
3561	Perireunensis nucleus Left	00cdff
3562	Perireunensis nucleus Right	00cdff
3571	Paraventricular nucleus of the thalamus Left	00cbff
3572	Paraventricular nucleus of the thalamus Right	00cbff
3581	Parataenial nucleus Left	00c8ff
3582	Parataenial nucleus Right	00c8ff
3591	Nucleus of reunions Left	00c6ff
3592	Nucleus of reunions Right	00c6ff
3601	Xiphoid thalamic nucleus Left	00c4ff
3602	Xiphoid thalamic nucleus Right	00c4ff
3611	Rhomboid nucleus Left	00c1ff
3612	Rhomboid nucleus Right	00c1ff
3621	Central medial nucleus of the thalamus Left	00bfff
3622	Central medial nucleus of the thalamus Right	00bfff
3631	Paracentral nucleus Left	00bdff
3632	Paracentral nucleus Right	00bdff
3641	Central lateral nucleus of the thalamus Left	00bbff
3642	Central lateral nucleus of the thalamus Right	00bbff
3651	Parafascicular nucleus Left	00b8ff
3652	Parafascicular nucleus Right	00b8ff
3661	Posterior intralaminar thalamic nucleus Left	00b6ff
3662	Posterior intralaminar thalamic nucleus Right	00b6ff
3671	Reticular nucleus of the thalamus Left	00b4ff
3672	Reticular nucleus of the thalamus Right	00b4ff
3681	Intergeniculate leaflet of the lateral geniculate complex Left	00b1ff
3682	Intergeniculate leaflet of the lateral geniculate complex Right	00b1ff
3691	Intermediate geniculate nucleus Left	00afff
3692	Intermediate geniculate nucleus Right	00afff
3701	Ventral part of the lateral geniculate complex Left	00adff
3702	Ventral part of the lateral geniculate complex Right	00adff
3711	Subgeniculate nucleus Left	00aaff
3712	Subgeniculate nucleus Right	00aaff
3721	Medial habenula Left	00a8ff
3722	Medial habenula Right	00a8ff
3731	Lateral habenula Left	00a6ff
3732	Lateral habenula Right	00a6ff
3751	Supraoptic nucleus Left	00a3ff
3752	Supraoptic nucleus Right	00a3ff
3761	Accessory supraoptic group Left	00a1ff
3762	Accessory supraoptic group Right	00a1ff
3771	Paraventricular hypothalamic nucleus Left	009fff
3772	Paraventricular hypothalamic nucleus Right	009fff
3781	Periventricular hypothalamic nucleus, anterior part Left	009cff
3782	Periventricular hypothalamic nucleus, anterior part Right	009cff
3791	Periventricular hypothalamic nucleus, intermediate part Left	009aff
3792	Periventricular hypothalamic nucleus, intermediate part Right	009aff
3801	Arcuate hypothalamic nucleus Left	0098ff
3802	Arcuate hypothalamic nucleus Right	0098ff
3811	Anterodorsal preoptic nucleus Left	0095ff
3812	Anterodorsal preoptic nucleus Right	0095ff
3821	Anteroventral preoptic nucleus Left	0093ff
3822	Anteroventral preoptic nucleus Right	0093ff
3831	Anteroventral periventricular nucleus Left	0091ff
3832	Anteroventral periventricular nucleus Right	0091ff
3841	Dorsomedial nucleus of the hypothalamus Left	008eff
3842	Dorsomedial nucleus of the hypothalamus Right	008eff
3851	Median preoptic nucleus Left	008cff
3852	Median preoptic nucleus Right	008cff
3861	Medial preoptic area Left	008aff
3862	Medial preoptic area Right	008aff
3871	Vascular organ of the lamina terminalis Left	0087ff
3872	Vascular organ of the lamina terminalis Right	0087ff
3881	Posterodorsal preoptic nucleus Left	0085ff
3882	Posterodorsal preoptic nucleus Right	0085ff
3891	Parastrial nucleus Left	0083ff
3892	Parastrial nucleus Right	0083ff
3901	Periventricular hypothalamic nucleus, posterior part Left	0080ff
3902	Periventricular hypothalamic nucleus, posterior part Right	0080ff
3911	Periventricular hypothalamic nucleus, preoptic part Left	007eff
3912	Periventricular hypothalamic nucleus, preoptic part Right	007eff
3921	Subparaventricular zone Left	007cff
3922	Subparaventricular zone Right	007cff
3931	Suprachiasmatic nucleus Left	007aff
3932	Suprachiasmatic nucleus Right	007aff
3941	Subfornical organ Left	0077ff
3942	Subfornical organ Right	0077ff
3951	Ventromedial preoptic nucleus Left	0075ff
3952	Ventromedial preoptic nucleus Right	0075ff
3961	Ventrolateral preoptic nucleus Left	0073ff
3962	Ventrolateral preoptic nucleus Right	0073ff
3971	Anterior hypothalamic nucleus Left	0070ff
3972	Anterior hypothalamic nucleus Right	0070ff
3981	Lateral mammillary nucleus Left	006eff
3982	Lateral mammillary nucleus Right	006eff
3991	Medial mammillary nucleus, median part Left	006cff
3992	Medial mammillary nucleus, median part Right	006cff
4001	Medial mammillary nucleus, lateral part Left	0069ff
4002	Medial mammillary nucleus, lateral part Right	0069ff
4011	Medial mammillary nucleus, medial part Left	0067ff
4012	Medial mammillary nucleus, medial part Right	0067ff
4021	Medial mammillary nucleus, posterior part Left	0065ff
4022	Medial mammillary nucleus, posterior part Right	0065ff
4031	Medial mammillary nucleus, dorsal part Left	0062ff
4032	Medial mammillary nucleus, dorsal part Right	0062ff
4041	Supramammillary nucleus Left	0060ff
4042	Supramammillary nucleus Right	0060ff
4051	Tuberomammillary nucleus, dorsal part Left	005eff
4052	Tuberomammillary nucleus, dorsal part Right	005eff
4061	Tuberomammillary nucleus, ventral part Left	005bff
4062	Tuberomammillary nucleus, ventral part Right	005bff
4071	Medial preoptic nucleus Left	0059ff
4072	Medial preoptic nucleus Right	0059ff
4081	Dorsal premammillary nucleus Left	0057ff
4082	Dorsal premammillary nucleus Right	0057ff
4091	Ventral premammillary nucleus Left	0054ff
4092	Ventral premammillary nucleus Right	0054ff
4101	Paraventricular hypothalamic nucleus, descending division Left	0052ff
4102	Paraventricular hypothalamic nucleus, descending division Right	0052ff
4111	Ventromedial hypothalamic nucleus Left	0050ff
4112	Ventromedial hypothalamic nucleus Right	0050ff
4121	Posterior hypothalamic nucleus Left	004dff
4122	Posterior hypothalamic nucleus Right	004dff
4131	Lateral hypothalamic area Left	004bff
4132	Lateral hypothalamic area Right	004bff
4141	Lateral preoptic area Left	0049ff
4142	Lateral preoptic area Right	0049ff
4151	Preparasubthalamic nucleus Left	0046ff
4152	Preparasubthalamic nucleus Right	0046ff
4161	Parasubthalamic nucleus Left	0044ff
4162	Parasubthalamic nucleus Right	0044ff
4171	Perifornical nucleus Left	0042ff
4172	Perifornical nucleus Right	0042ff
4181	Retrochiasmatic area Left	003fff
4182	Retrochiasmatic area Right	003fff
4191	Subthalamic nucleus Left	003dff
4192	Subthalamic nucleus Right	003dff
4201	Tuberal nucleus Left	003bff
4202	Tuberal nucleus Right	003bff
4211	Zona incerta Left	0038ff
4212	Zona incerta Right	0038ff
4221	Fields of Forel Left	0036ff
4222	Fields of Forel Right	0036ff
4231	Median eminence Left	0034ff
4232	Median eminence Right	0034ff
4251	Superior colliculus, optic layer Left	0032ff
4252	Superior colliculus, optic layer Right	0032ff
4261	Superior colliculus, superficial gray layer Left	002fff
4262	Superior colliculus, superficial gray layer Right	002fff
4271	Superior colliculus, zonal layer Left	002dff
4272	Superior colliculus, zonal layer Right	002dff
4281	Inferior colliculus, central nucleus Left	002bff
4282	Inferior colliculus, central nucleus Right	002bff
4291	Inferior colliculus, dorsal nucleus Left	0028ff
4292	Inferior colliculus, dorsal nucleus Right	0028ff
4301	Inferior colliculus, external nucleus Left	0026ff
4302	Inferior colliculus, external nucleus Right	0026ff
4311	Nucleus of the brachium of the inferior colliculus Left	0024ff
4312	Nucleus of the brachium of the inferior colliculus Right	0024ff
4321	Nucleus sagulum Left	0021ff
4322	Nucleus sagulum Right	0021ff
4331	Parabigeminal nucleus Left	001fff
4332	Parabigeminal nucleus Right	001fff
4341	Midbrain trigeminal nucleus Left	001dff
4342	Midbrain trigeminal nucleus Right	001dff
4351	Subcommissural organ Left	001aff
4352	Subcommissural organ Right	001aff
4361	Substantia nigra, reticular part Left	0018ff
4362	Substantia nigra, reticular part Right	0018ff
4371	Ventral tegmental area Left	0016ff
4372	Ventral tegmental area Right	0016ff
4381	Paranigral nucleus Left	0013ff
4382	Paranigral nucleus Right	0013ff
4391	Midbrain reticular nucleus, retrorubral area Left	0011ff
4392	Midbrain reticular nucleus, retrorubral area Right	0011ff
4401	Midbrain reticular nucleus Left	000fff
4402	Midbrain reticular nucleus Right	000fff
4411	Superior colliculus, motor related, deep gray layer Left	000cff
4412	Superior colliculus, motor related, deep gray layer Right	000cff
4421	Superior colliculus, motor related, deep white layer Left	000aff
4422	Superior colliculus, motor related, deep white layer Right	000aff
4431	Superior colliculus, motor related, intermediate white layer Left	0008ff
4432	Superior colliculus, motor related, intermediate white layer Right	0008ff
4441	Superior colliculus, motor related, intermediate gray layer Left	0005ff
4442	Superior colliculus, motor related, intermediate gray layer Right	0005ff
4451	Periaqueductal gray Left	0003ff
4452	Periaqueductal gray Right	0003ff
4461	Precommissural nucleus Left	0001ff
4462	Precommissural nucleus Right	0001ff
4471	Interstitial nucleus of Cajal Left	0200ff
4472	Interstitial nucleus of Cajal Right	0200ff
4481	Nucleus of Darkschewitsch Left	0400ff
4482	Nucleus of Darkschewitsch Right	0400ff
4491	Supraoculomotor periaqueductal gray Left	0600ff
4492	Supraoculomotor periaqueductal gray Right	0600ff
4501	Anterior pretectal nucleus Left	0900ff
4502	Anterior pretectal nucleus Right	0900ff
4511	Medial pretectal area Left	0b00ff
4512	Medial pretectal area Right	0b00ff
4521	Nucleus of the optic tract Left	0d00ff
4522	Nucleus of the optic tract Right	0d00ff
4531	Nucleus of the posterior commissure Left	0f00ff
4532	Nucleus of the posterior commissure Right	0f00ff
4541	Olivary pretectal nucleus Left	1200ff
4542	Olivary pretectal nucleus Right	1200ff
4551	Posterior pretectal nucleus Left	1400ff
4552	Posterior pretectal nucleus Right	1400ff
4561	Retroparafascicular nucleus Left	1600ff
4562	Retroparafascicular nucleus Right	1600ff
4571	Cuneiform nucleus Left	1900ff
4572	Cuneiform nucleus Right	1900ff
4581	Red nucleus Left	1b00ff
4582	Red nucleus Right	1b00ff
4591	Oculomotor nucleus Left	1d00ff
4592	Oculomotor nucleus Right	1d00ff
4601	Medial accesory oculomotor nucleus Left	2000ff
4602	Medial accesory oculomotor nucleus Right	2000ff
4611	Edinger-Westphal nucleus Left	2200ff
4612	Edinger-Westphal nucleus Right	2200ff
4621	Trochlear nucleus Left	2400ff
4622	Trochlear nucleus Right	2400ff
4631	Paratrochlear nucleus Left	2700ff
4632	Paratrochlear nucleus Right	2700ff
4641	Ventral tegmental nucleus Left	2900ff
4642	Ventral tegmental nucleus Right	2900ff
4651	Anterior tegmental nucleus Left	2b00ff
4652	Anterior tegmental nucleus Right	2b00ff
4661	Lateral terminal nucleus of the accessory optic tract Left	2e00ff
4662	Lateral terminal nucleus of the accessory optic tract Right	2e00ff
4671	Dorsal terminal nucleus of the accessory optic tract Left	3000ff
4672	Dorsal terminal nucleus of the accessory optic tract Right	3000ff
4681	Medial terminal nucleus of the accessory optic tract Left	3200ff
4682	Medial terminal nucleus of the accessory optic tract Right	3200ff
4691	Substantia nigra, compact part Left	3500ff
4692	Substantia nigra, compact part Right	3500ff
4701	Pedunculopontine nucleus Left	3700ff
4702	Pedunculopontine nucleus Right	3700ff
4711	Interfascicular nucleus raphe Left	3900ff
4712	Interfascicular nucleus raphe Right	3900ff
4721	Interpeduncular nucleus Left	3c00ff
4722	Interpeduncular nucleus Right	3c00ff
4731	Interpeduncular nucleus, rostral Left	3e00ff
4732	Interpeduncular nucleus, rostral Right	3e00ff
4741	Interpeduncular nucleus, caudal Left	4000ff
4742	Interpeduncular nucleus, caudal Right	4000ff
4751	Interpeduncular nucleus, apical Left	4300ff
4752	Interpeduncular nucleus, apical Right	4300ff
4761	Interpeduncular nucleus, lateral Left	4500ff
4762	Interpeduncular nucleus, lateral Right	4500ff
4771	Interpeduncular nucleus, intermediate Left	4700ff
4772	Interpeduncular nucleus, intermediate Right	4700ff
4781	Interpeduncular nucleus, dorsomedial Left	4a00ff
4782	Interpeduncular nucleus, dorsomedial Right	4a00ff
4791	Interpeduncular nucleus, dorsolateral Left	4c00ff
4792	Interpeduncular nucleus, dorsolateral Right	4c00ff
4801	Interpeduncular nucleus, rostrolateral Left	4e00ff
4802	Interpeduncular nucleus, rostrolateral Right	4e00ff
4811	Rostral linear nucleus raphe Left	5000ff
4812	Rostral linear nucleus raphe Right	5000ff
4821	Central linear nucleus raphe Left	5300ff
4822	Central linear nucleus raphe Right	5300ff
4831	Dorsal nucleus raphe Left	5500ff
4832	Dorsal nucleus raphe Right	5500ff
4851	Nucleus of the lateral lemniscus Left	5700ff
4852	Nucleus of the lateral lemniscus Right	5700ff
4861	Principal sensory nucleus of the trigeminal Left	5a00ff
4862	Principal sensory nucleus of the trigeminal Right	5a00ff
4871	Parabrachial nucleus Left	5c00ff
4872	Parabrachial nucleus Right	5c00ff
4881	Koelliker-Fuse subnucleus Left	5e00ff
4882	Koelliker-Fuse subnucleus Right	5e00ff
4891	Superior olivary complex, periolivary region Left	6100ff
4892	Superior olivary complex, periolivary region Right	6100ff
4901	Superior olivary complex, medial part Left	6300ff
4902	Superior olivary complex, medial part Right	6300ff
4911	Superior olivary complex, lateral part Left	6500ff
4912	Superior olivary complex, lateral part Right	6500ff
4921	"Barrington""s nucleus Left"	6800ff
4922	"Barrington""s nucleus Right"	6800ff
4931	Dorsal tegmental nucleus Left	6a00ff
4932	Dorsal tegmental nucleus Right	6a00ff
4941	Posterodorsal tegmental nucleus Left	6c00ff
4942	Posterodorsal tegmental nucleus Right	6c00ff
4951	Pontine central gray Left	6f00ff
4952	Pontine central gray Right	6f00ff
4961	Pontine gray Left	7100ff
4962	Pontine gray Right	7100ff
4971	Pontine reticular nucleus, caudal part Left	7300ff
4972	Pontine reticular nucleus, caudal part Right	7300ff
4981	Supragenual nucleus Left	7600ff
4982	Supragenual nucleus Right	7600ff
4991	Supratrigeminal nucleus Left	7800ff
4992	Supratrigeminal nucleus Right	7800ff
5001	Tegmental reticular nucleus Left	7a00ff
5002	Tegmental reticular nucleus Right	7a00ff
5011	Motor nucleus of trigeminal Left	7d00ff
5012	Motor nucleus of trigeminal Right	7d00ff
5021	Peritrigeminal zone Left	7f00ff
5022	Peritrigeminal zone Right	7f00ff
5031	Accessory trigeminal nucleus Left	8100ff
5032	Accessory trigeminal nucleus Right	8100ff
5041	Parvicellular motor 5 nucleus Left	8400ff
5042	Parvicellular motor 5 nucleus Right	8400ff
5051	Intertrigeminal nucleus Left	8600ff
5052	Intertrigeminal nucleus Right	8600ff
5061	Superior central nucleus raphe Left	8800ff
5062	Superior central nucleus raphe Right	8800ff
5071	Locus ceruleus Left	8b00ff
5072	Locus ceruleus Right	8b00ff
5081	Laterodorsal tegmental nucleus Left	8d00ff
5082	Laterodorsal tegmental nucleus Right	8d00ff
5091	Nucleus incertus Left	8f00ff
5092	Nucleus incertus Right	8f00ff
5101	Pontine reticular nucleus Left	9100ff
5102	Pontine reticular nucleus Right	9100ff
5111	Nucleus raphe pontis Left	9400ff
5112	Nucleus raphe pontis Right	9400ff
5121	Subceruleus nucleus Left	9600ff
5122	Subceruleus nucleus Right	9600ff
5131	Sublaterodorsal nucleus Left	9800ff
5132	Sublaterodorsal nucleus Right	9800ff
5151	Area postrema Left	9b00ff
5152	Area postrema Right	9b00ff
5161	Dorsal cochlear nucleus Left	9d00ff
5162	Dorsal cochlear nucleus Right	9d00ff
5171	Ventral cochlear nucleus Left	9f00ff
5172	Ventral cochlear nucleus Right	9f00ff
5181	Cuneate nucleus Left	a200ff
5182	Cuneate nucleus Right	a200ff
5191	Gracile nucleus Left	a400ff
5192	Gracile nucleus Right	a400ff
5201	External cuneate nucleus Left	a600ff
5202	External cuneate nucleus Right	a600ff
5211	Nucleus of the trapezoid body Left	a900ff
5212	Nucleus of the trapezoid body Right	a900ff
5221	Nucleus of the solitary tract Left	ab00ff
5222	Nucleus of the solitary tract Right	ab00ff
5231	Spinal nucleus of the trigeminal, caudal part Left	ad00ff
5232	Spinal nucleus of the trigeminal, caudal part Right	ad00ff
5241	Spinal nucleus of the trigeminal, interpolar part Left	b000ff
5242	Spinal nucleus of the trigeminal, interpolar part Right	b000ff
5251	Spinal nucleus of the trigeminal, oral part Left	b200ff
5252	Spinal nucleus of the trigeminal, oral part Right	b200ff
5261	Paratrigeminal nucleus Left	b400ff
5262	Paratrigeminal nucleus Right	b400ff
5271	Abducens nucleus Left	b700ff
5272	Abducens nucleus Right	b700ff
5281	Facial motor nucleus Left	b900ff
5282	Facial motor nucleus Right	b900ff
5291	Accessory facial motor nucleus Left	bb00ff
5292	Accessory facial motor nucleus Right	bb00ff
5301	Nucleus ambiguus, dorsal division Left	be00ff
5302	Nucleus ambiguus, dorsal division Right	be00ff
5311	Nucleus ambiguus, ventral division Left	c000ff
5312	Nucleus ambiguus, ventral division Right	c000ff
5321	Dorsal motor nucleus of the vagus nerve Left	c200ff
5322	Dorsal motor nucleus of the vagus nerve Right	c200ff
5331	Gigantocellular reticular nucleus Left	c500ff
5332	Gigantocellular reticular nucleus Right	c500ff
5341	Infracerebellar nucleus Left	c700ff
5342	Infracerebellar nucleus Right	c700ff
5351	Inferior olivary complex Left	c900ff
5352	Inferior olivary complex Right	c900ff
5361	Intermediate reticular nucleus Left	cc00ff
5362	Intermediate reticular nucleus Right	cc00ff
5371	Inferior salivatory nucleus Left	ce00ff
5372	Inferior salivatory nucleus Right	ce00ff
5381	Linear nucleus of the medulla Left	d000ff
5382	Linear nucleus of the medulla Right	d000ff
5391	Lateral reticular nucleus, magnocellular part Left	d300ff
5392	Lateral reticular nucleus, magnocellular part Right	d300ff
5401	Lateral reticular nucleus, parvicellular part Left	d500ff
5402	Lateral reticular nucleus, parvicellular part Right	d500ff
5411	Magnocellular reticular nucleus Left	d700ff
5412	Magnocellular reticular nucleus Right	d700ff
5421	Medullary reticular nucleus, dorsal part Left	d900ff
5422	Medullary reticular nucleus, dorsal part Right	d900ff
5431	Medullary reticular nucleus, ventral part Left	dc00ff
5432	Medullary reticular nucleus, ventral part Right	dc00ff
5441	Parvicellular reticular nucleus Left	de00ff
5442	Parvicellular reticular nucleus Right	de00ff
5451	Parasolitary nucleus Left	e000ff
5452	Parasolitary nucleus Right	e000ff
5461	Paragigantocellular reticular nucleus, dorsal part Left	e300ff
5462	Paragigantocellular reticular nucleus, dorsal part Right	e300ff
